case_id,image_quality,damage_confidence,claim_image_consistency,image_order_consistency,policy_match_score,evidence_completeness,image_usable,relevant_region_visible,damage_detected,damage_evidence_quality,damage_needs_human_review,order_valid,policy_eligible,evidence_reliable
M4_W6_349,0.33137480723457063,0.9345263743287293,0.7242018274446906,0.885252209718823,0.7164768356252996,0.6665276253324903,1,1,1,1.0,0,1,1,0
M4_W6_350,0.4607745311611942,0.45281045957521415,0.83312474828338,0.8234972691914781,0.5136780274793987,0.7588012351896681,1,1,1,1.0,0,1,1,1
M4_W6_351,0.8858807562585873,0.8082552335768304,0.7156256991603791,0.5171133887259964,0.3977843733636829,0.5852824736455612,1,0,0,0.0,0,1,1,0
M4_W6_352,0.7352789356382957,0.7899143705866034,0.852470645200061,0.8806906213703591,0.6053754675380667,0.8640910458733068,1,1,1,0.5,0,1,1,1
M4_W6_353,0.6602312771044184,0.5774885481220575,0.9044150937946152,0.7149166370722047,0.7644179764388475,0.7728411857319211,1,1,1,1.0,0,1,0,0
M4_W6_354,0.4209287431125191,0.5869026015007626,0.9204459118431975,0.5978104472229935,0.38033021248477417,0.771339495797799,1,0,0,1.0,0,1,0,0
M4_W6_355,0.8937155454558319,0.44394685211293433,0.7530270944812673,0.8365500764023888,0.9147650724349513,0.6637325043843769,1,1,0,1.0,0,1,1,0
M4_W6_356,0.7766537912521662,0.6917992674389967,0.7137886141005343,0.7434528500892377,0.8509420449400815,0.8148321780959641,1,1,1,1.0,0,1,1,1
M4_W6_357,0.4379873427162754,0.7516993234938159,0.8913601939434478,0.6677374663590686,0.5746459027974715,0.8504551460389875,1,1,1,1.0,0,1,1,0
M4_W6_358,0.4085574672576343,0.699362773023315,0.715426825938313,0.751534486515281,0.7625019388141324,0.6942567460416776,1,1,1,1.0,0,1,1,0
M4_W6_359,0.8783915179612399,0.6950729860437859,0.7365502626810329,0.86807031392765,0.6118189315156937,0.746360780227124,1,0,1,1.0,0,1,0,0
M4_W6_360,0.46223539443278044,0.527645836946878,0.7254673704549097,0.871596539085352,0.6813223763661189,0.5598043686930771,1,0,1,1.0,0,1,1,0
M4_W6_361,0.10509568056855867,0.5781694130290961,0.8186750771410195,0.9183244255455076,0.5817172226118633,0.5088392137241141,1,1,0,1.0,0,1,0,0
M4_W6_362,0.5058602271490399,0.6266865371107907,0.6337832760183734,0.8791810851229588,0.6893752906203204,0.9581943709341545,1,1,1,1.0,1,1,1,0
M4_W6_363,0.48625004607520944,0.614991940524356,0.8368723864033145,0.7854475701553344,0.8439666742755615,0.7472294575335215,1,1,0,1.0,0,1,1,0
M4_W6_364,0.5225906491522864,0.705370970362955,0.6660213903631306,0.8108745642480709,0.7607818895646599,0.849242019439345,1,0,1,0.5,1,1,1,0
M4_W6_365,0.6602482605345367,0.851480978345925,0.6319987598720453,0.7344559330538055,0.5623374780134068,0.5732480505738347,1,1,1,1.0,1,1,1,0
M4_W6_366,0.6389316784010217,0.5867602213217586,0.4462026950505718,0.6766402300398658,0.6733925356264134,0.6531948088509713,1,1,0,0.5,0,1,1,0
M4_W6_367,0.5118644945832646,0.8882164273626681,0.8651668772051704,0.6718519324400668,0.9447835840196572,0.892674178677098,1,1,1,1.0,0,1,1,1
M4_W6_368,0.8916183292202208,0.9091282296512126,0.5819046679250321,0.7965586542445546,0.46556668562064274,0.6092494146481794,1,1,1,1.0,0,1,1,1
M4_W6_369,0.25354006180775257,0.4945784592631392,0.6562748965466575,0.664160972230834,0.7860641020941401,0.6424054781595461,1,1,1,1.0,0,1,1,0
M4_W6_370,0.3582879115179705,0.4022234690937984,0.3116416118242486,0.6969039948186435,0.5268357281312085,0.7584210828380601,1,0,1,0.5,0,0,1,0
M4_W6_371,0.23431394408151301,0.7498893966930301,0.7299319712523795,0.5813397429423453,0.7785951405524315,0.7551833899158173,1,1,1,0.5,0,1,0,0
M4_W6_372,0.6950476227423396,0.6650968181364358,0.5461381060345128,0.8205493105623342,0.5628136875000755,0.5476915964733152,1,1,1,1.0,0,1,1,0
M4_W6_373,0.8383533848325273,0.8200831672455985,0.7536946604092783,0.8936682449221651,0.6232124719766728,0.6750540292600872,1,1,0,1.0,0,1,1,0
M4_W6_374,0.7105388690249931,0.7788258706348735,0.5536795355518039,0.4278053256619343,0.6265414886044147,0.3167107471497097,1,0,0,1.0,0,1,1,0
M4_W6_375,0.7641617110651497,0.8268307457439782,0.6783443258826135,0.8665602107720686,0.4255599098679431,0.7573070369895513,1,1,1,1.0,0,1,1,0
M4_W6_376,0.7703052238430571,0.6929839485516702,0.2965317307699565,0.9636227697129985,0.9610376645313516,0.6579870715827502,1,1,1,1.0,0,1,0,0
M4_W6_377,0.5492448437774196,0.7819639114405875,0.8457870964085842,0.7603858436710575,0.7017224411794424,0.8892948513107842,1,1,1,1.0,0,1,1,0
M4_W6_378,0.7449414799649412,0.4782082399567235,0.5615904342853348,0.4853273743016279,0.9674065676987247,0.9186318892995835,1,1,1,0.5,0,1,1,1
M4_W6_379,0.612940791830127,0.6588218383546877,0.4650777765185576,0.8598932181452364,0.7861080606382815,0.7745104956907081,1,1,0,1.0,0,1,1,0
M4_W6_380,0.34254278538123467,0.6733045782124385,0.9904092387167746,0.5591217968052955,0.6552342078394046,0.8508657660330807,1,1,1,1.0,0,1,1,1
M4_W6_381,0.8256593230223733,0.7197631939488207,0.6402014546061938,0.7776688371328476,0.752759080764947,0.5103443940212423,1,1,0,0.5,0,1,1,0
M4_W6_382,0.808417727779705,0.35558697456185195,0.5924316674689428,0.6267367111413881,0.5597457155286782,0.6301546863514749,1,1,1,1.0,0,1,1,0
M4_W6_383,0.7035141514520497,0.4848365601196233,0.3397871355526378,0.9267167563939804,0.624348458543475,0.8700331712724287,1,1,1,1.0,0,0,1,0
M4_W6_384,0.7236364403068294,0.6555405903616193,0.7780349910698705,0.5885252979287365,0.9459238551213431,0.8024422770656818,1,0,0,1.0,0,1,0,0
M4_W6_385,0.7114386629907509,0.6338150461218407,0.8026627718690792,0.6147717319494546,0.792187774587005,0.4059090413096096,1,1,1,0.5,0,1,1,0
M4_W6_386,0.7155090607872591,0.5932327927088255,0.7073411760384543,0.5675832212054895,0.770102776383592,0.7753995702350133,1,1,0,1.0,0,0,1,0
M4_W6_387,0.5112201782584127,0.6374154136086309,0.8916274423394237,0.7368853443244351,0.5284065048508062,0.6472757159939599,1,1,0,1.0,0,1,1,0
M4_W6_388,0.6640667756185759,0.5008949815630798,0.6988883931806185,0.7001724501289497,0.7943570160897694,0.5835944748402868,1,0,1,1.0,0,1,1,0
M4_W6_389,0.4740085467009848,0.704693469199136,0.8134590112129408,0.6464840117185157,0.8058840248849829,0.5795227246159231,1,0,1,1.0,1,1,1,0
M4_W6_390,0.6467661128544211,0.8242667235930144,0.5217971622082819,0.761256105499293,0.5927771509736471,0.9291201925215528,1,1,1,1.0,0,0,1,0
M4_W6_391,0.6586838634403694,0.74984804840347,0.5321223513852936,0.8538662705369136,0.8668637438094654,0.539797149809913,1,1,0,0.5,0,1,1,0
M4_W6_392,0.9208340733908764,0.39075397222015773,0.844061146244431,0.5952548019580061,0.7595439963924165,0.6527988613690449,1,1,0,1.0,1,1,1,0
M4_W6_393,0.6640471301031408,0.9203992294176634,0.43185401423709724,0.7268139786937199,0.8021651151270065,0.6695743026713402,1,1,1,1.0,0,1,1,1
M4_W6_394,0.34013557461936816,0.9150577598476056,0.6464889776585866,0.7983391991847305,0.8407357402166155,0.7950234692778002,1,1,1,1.0,0,1,1,0
M4_W6_395,0.7473864112176177,0.843551148285908,0.49758705870553493,0.8407896520704318,0.8231435704666306,0.41149806441285447,1,0,1,1.0,0,1,1,0
M4_W6_396,0.8832248283843193,0.8047220093023743,0.7569575708291972,0.965737858033554,0.7971696523186492,0.6365590454888191,1,1,1,1.0,0,1,1,1
M4_W6_397,0.8347573234248967,0.8115586698598056,0.45786119451749285,0.9284892204226127,0.9417277252004057,0.8303653841591395,1,1,1,1.0,0,1,0,0
M4_W6_398,0.638701683051791,0.44364466307376726,0.7599016280302101,0.7734395070099241,0.9130277189707313,0.5747412984215582,1,1,0,0.5,0,1,1,0
M4_W6_399,0.6977467538026044,0.8311911902405469,0.42466998796782335,0.46614126928219257,0.7792739619086057,0.8382086348100758,1,1,1,1.0,0,1,1,0
M4_W6_400,0.35480283421860576,0.8036553140611887,0.5637263666261256,0.866874675415375,0.6774349468773162,0.7329098065926539,1,1,1,1.0,0,1,1,1
